City_ID,City,Country,Max Temp,Current Weather,Lat,Lng,Hotel Name
383,Najran,SA,68.65,clear sky,17.4924,44.1277,محمد هادي ال فطيح
384,Mildura,AU,68.07,few clouds,-34.2,142.15,Mercure Hotel Mildura
387,Nouakchott,MR,66.13,clear sky,18.0858,-15.9785,HOTEL IMAN
388,Moyale,KE,72.52,broken clouds,3.5167,39.0584,La Tahzan Guest House
389,Sao Joao Da Barra,BR,82.49,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
390,Eydhafushi,MV,82.29,clear sky,5.1033,73.0708,Soneva Fushi
392,San Andres,CO,84.22,few clouds,12.5847,-81.7006,Hotel Arena Blanca
394,Saquena,PE,78.22,moderate rain,-4.6667,-73.5167,
401,Port Macquarie,AU,74.89,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
404,Lompoc,US,66.13,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
405,Meulaboh,ID,75.45,light rain,4.1363,96.1285,Kost Pria
406,Maragogi,BR,80.8,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
408,Puerto Madryn,AR,75.45,scattered clouds,-42.7692,-65.0385,Hotel Tolosa
417,Tallahassee,US,82.74,smoke,30.4383,-84.2807,Four Points by Sheraton Tallahassee Downtown
418,Whitianga,NZ,74.01,clear sky,-36.8333,175.7,Beachside Resort Whitianga
419,Barentu,ER,71.11,broken clouds,15.1139,37.5928,
420,Cotonou,BJ,82.38,few clouds,6.3654,2.4183,Novotel Cotonou Orisha
424,Gorom-Gorom,BF,80.11,clear sky,14.4439,-0.2361,
425,Lynn Haven,US,76.01,broken clouds,30.2455,-85.6483,Wingate by Wyndham Panama City Area Lynn Haven
426,Lazaro Cardenas,MX,82.67,clear sky,17.9583,-102.2,Baymont by Wyndham Lazaro Cardenas
427,Fredericksburg,US,67.35,clear sky,38.3032,-77.4605,Courtyard by Marriott Fredericksburg Historic District
429,Nelson Bay,AU,70.75,light rain,-32.7167,152.15,Mantra Nelson Bay
431,Blenheim,NZ,68.52,clear sky,-41.516,173.9528,Knightsbridge Court Motor Lodge
432,Constitucion,CL,65.35,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
434,Tumpat,MY,77.02,moderate rain,6.1978,102.171,Baan Tanyong B&B
435,Saint-Paul,RE,78.89,broken clouds,-21.0096,55.2707,Boucan Canot
436,Kahului,US,82.42,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
437,Carepa,CO,83.98,scattered clouds,7.7585,-76.6525,HOTEL EL EDÉN
439,Ahipara,NZ,72.28,clear sky,-35.1667,173.1667,Ahipara Holiday Park
440,Presidente Medici,BR,78.62,heavy intensity rain,-11.1753,-61.9014,Oliveira Palace Hotel
441,Thinadhoo,MV,82.11,broken clouds,0.5333,72.9333,
443,Magelang,ID,74.5,overcast clouds,-7.4706,110.2178,Atria Hotel Magelang
444,Mahibadhoo,MV,82.0,few clouds,3.7833,72.9667,Omadhoo Inn
449,Kano,NG,69.69,haze,12.0001,8.5167,Royal Tropicana Hotel
454,Gizo,SB,82.74,light rain,-8.103,156.8419,Imagination Island
455,Kokopo,PG,81.12,light rain,-4.352,152.2633,Kokopo Beach Bungalow Resort
458,Watsa,CD,72.45,overcast clouds,3.0372,29.5355,Hôtel Le Pacifique
459,Bathsheba,BB,74.01,broken clouds,13.2167,-59.5167,Atlantis Hotel
462,Aripuana,BR,76.69,broken clouds,-9.1667,-60.6333,
463,Wairoa,NZ,67.6,clear sky,-39.0333,177.3667,Riverside Motor Camp
464,Tabuk,PH,69.03,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
465,Fonte Boa,BR,75.65,overcast clouds,-2.4959,-66.2662,
466,Souillac,MU,79.18,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
467,Vanimo,PG,77.41,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
470,San Matias,BO,83.16,broken clouds,-16.3667,-58.4,"HOTEL ""SAN JOSE"""
471,Ishigaki,JP,66.33,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
473,Belmonte,BR,82.9,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
477,Caborca,MX,65.79,broken clouds,30.5838,-111.101,Hotel Los Lagos
478,Kloulklubed,PW,79.3,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
485,Sampit,ID,73.76,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
486,Angoche,MZ,78.73,overcast clouds,-16.2325,39.9086,Guest House HESADA
487,Adrar,MR,82.76,overcast clouds,20.5022,-10.0711,
488,Banjar,ID,80.46,light rain,-8.19,114.9675,The Hamsa Resort
492,Windhoek,Namimbia,71.11,clear sky,-22.5594,17.0832,Hotel Uhland
493,Olinda,BR,83.93,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
495,Dicabisagan,PH,73.63,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
496,Itarema,BR,80.87,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
497,Obo,CF,74.93,overcast clouds,5.3998,26.4869,
499,Parelhas,BR,84.81,broken clouds,-6.6878,-36.6575,Municipal Hotel Parelhas RN
500,Gashua,NG,70.68,clear sky,12.871,11.0482,Forte Oil - Old Lorry Park
502,Puerto Leguizamo,CO,78.12,overcast clouds,-0.1934,-74.7819,la casona de juancho
505,Miri,MY,75.34,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
508,Gambo,CF,71.76,scattered clouds,4.6482,22.2633,
519,Ndioum,SN,82.29,clear sky,16.5129,-14.6471,l'hôtel samassa
520,The Valley,AI,80.46,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
521,Necochea,AR,74.03,scattered clouds,-38.5473,-58.7368,dyd -mar Hotel
522,Bilma,NE,65.77,clear sky,18.6853,12.9164,Expeditions Ténére voyages
524,Newcastle,AU,70.72,light rain,-32.9272,151.7765,NOAH'S on the beach
526,Codajas,BR,75.87,overcast clouds,-3.8367,-62.0569,Atlântic Hotel
528,Lubao,PH,77.02,scattered clouds,14.9167,120.55,Hacienda Gracia
531,Santa Catarina De Tepehuanes,MX,75.0,overcast clouds,25.35,-105.7333,hotel plaza
535,Rehoboth,Namimbia,73.65,clear sky,-23.3167,17.0833,Noble Luminous Accommodation
536,Pipri,IN,71.55,clear sky,19.8,75.5333,Sukhana River nilu and rushi home
537,Santa Maria Del Oro,MX,81.01,overcast clouds,25.9333,-105.3667,Hotel Palacio Del Sol
538,Presidente Olegario,BR,69.55,few clouds,-18.4178,-46.4181,Cruzeiro Hotel
540,Mumford,GH,79.63,clear sky,5.2618,-0.759,Spanish Villa
541,Biak,ID,74.97,broken clouds,-0.9131,122.8766,Penginapan Kim
545,Cabinda,AO,80.47,light rain,-5.55,12.2,Hotel Maiombe
547,Ambunti,PG,75.36,overcast clouds,-4.2365,142.8448,AMBUNTI HIDE INN
551,Christchurch,NZ,70.61,clear sky,-43.5333,172.6333,The George
552,Humberto De Campos,BR,76.55,overcast clouds,-2.5983,-43.4611,Pousada do Cabeça
553,Kaduqli,SD,74.14,broken clouds,11.0167,29.7167,Nussyba
559,Cockburn Town,TC,80.56,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
560,Kruisfontein,ZA,68.88,scattered clouds,-34.0033,24.7314,Oyster Bay House Rental
563,Ambilobe,MG,76.57,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
564,Poya,NC,81.23,overcast clouds,-21.35,165.15,
566,Hervey Bay,AU,74.03,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
567,Omboue,GA,79.66,overcast clouds,-1.5746,9.2618,Hotel Olako
569,Kalmunai,LK,77.9,scattered clouds,7.4167,81.8167,VS Villa
572,Comodoro Rivadavia,AR,78.66,clear sky,-45.8667,-67.5,Austral Hotel
574,Ngunguru,NZ,73.17,few clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
577,Katol,IN,68.56,clear sky,21.2667,78.5833,Rocks Celibration lawn
578,Padang,ID,75.42,overcast clouds,-0.9492,100.3543,Mercure Padang
579,Pangai,TO,84.31,broken clouds,-19.8,-174.35,Ha'apai Beach Resort
582,Hambantota,LK,75.54,clear sky,6.1241,81.1185,Bungalow 63
585,San Isidro,PE,74.25,broken clouds,-12.1167,-77.05,Radisson Hotel Decapolis Miraflores
586,Kongoussi,BF,81.12,clear sky,13.3258,-1.5347,Hôtel La Sagesse
591,Manono,CD,67.44,overcast clouds,-7.3,27.4167,Hotel hewa bora
593,Conde,BR,81.86,few clouds,-7.2597,-34.9075,Pousada Beija Flor
595,Aranos,Namimbia,76.5,clear sky,-24.1333,19.1167,Ley-Lia Guest House
596,Sorong,ID,79.23,broken clouds,-0.8833,131.25,Waigo Splash Hotel
597,Jawhar,SO,76.21,clear sky,2.7809,45.5005,hantiwadaag village part one
598,Mareeba,AU,77.43,clear sky,-17.0,145.4333,Trinity Plains Tourist Park
600,Gbarnga,LR,76.84,light rain,6.9956,-9.4722,Passion Hotel 2
601,Saint-Pierre,RE,78.44,clear sky,-21.3393,55.4781,Lindsey Hôtel
604,Saint-Leu,RE,77.83,broken clouds,-21.15,55.2833,La Caz Oceane
606,Yulara,AU,73.24,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
609,Tutoia,BR,84.18,overcast clouds,-2.7619,-42.2744,Pousada Guará's
610,Olmos,PE,84.9,overcast clouds,-5.9847,-79.7453,Hospedaje El Olmo
611,Puri,IN,72.12,clear sky,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
614,Kang,BW,70.92,overcast clouds,-23.6752,22.7876,Kang Ultra Stop
617,Vaitape,PF,81.75,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
618,Santa Vitoria,BR,79.83,light rain,-18.8386,-50.1214,Center Hotel
619,La Asuncion,VE,80.33,few clouds,11.0333,-63.8628,Colinas de Matasiete
621,Santo Tomas,PH,75.45,overcast clouds,14.1079,121.1414,Microtel by Wyndham Batangas
622,Akot,IN,73.81,clear sky,21.0964,77.0586,Shri PRASAD
626,Nortelandia,BR,77.85,broken clouds,-14.4547,-56.8028,Hotel Karysmã
627,Tsabong,BW,75.7,scattered clouds,-26.0217,22.401,Springbok Motel
632,Mundo Nuevo,MX,76.93,clear sky,18.7,-95.5,
636,Maxixe,MZ,73.54,clear sky,-23.8597,35.3472,Oceano
640,Caravelas,BR,77.65,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
644,Xuddur,SO,75.88,overcast clouds,4.1213,43.8894,Banjanay Hotel
650,Wattegama,LK,74.32,few clouds,6.7989,81.4808,
651,Port Hedland,AU,80.65,scattered clouds,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
652,Tha Muang,TH,75.09,broken clouds,13.9612,99.6412,Tha Muang Hotel
656,Mbamba,NG,75.38,few clouds,9.9833,13.1,
659,Ormara,PK,72.28,clear sky,25.2088,64.6357,Kenara Colony house for Rent
661,Geraldton,AU,73.81,broken clouds,-28.7667,114.6,Broadwater Mariner Resort
662,Barbacena,BR,74.71,clear sky,-21.2258,-43.7736,Faculdade Senac Minas - Campus Barbacena
664,Pizarro,CO,79.48,light rain,4.9533,-77.366,Hotel Limonar
665,Huarmey,PE,75.25,broken clouds,-10.0681,-78.1522,Hotel Miramar
666,Eenhana,Namimbia,67.75,broken clouds,-17.4667,16.3333,Hotel Litu
667,Robertsport,LR,80.24,scattered clouds,6.7533,-11.3686,Kwepunha Retreat
669,Ondangwa,Namimbia,68.0,broken clouds,-17.9167,15.95,Protea Hotel by Marriott Ondangwa
671,Merauke,ID,81.19,light rain,-8.4667,140.3333,
672,Denpasar,ID,80.26,scattered clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
674,Bundaberg,AU,74.21,overcast clouds,-24.85,152.35,Takalvan Motel
675,Kieta,PG,81.75,light rain,-6.2167,155.6333,Uruna Bay Retreat
677,Lindi,TZ,81.84,overcast clouds,-10.0,39.7167,Lindi paradise house
679,San Luis,AR,80.37,scattered clouds,-33.295,-66.3356,Huarpes Hotel
680,Miracema Do Tocantins,BR,81.37,broken clouds,-9.5618,-48.3967,Miami Apart Hotel
681,Sawtell,AU,77.02,overcast clouds,-30.3833,153.1,The Bungalow Sawtell
683,Lahad Datu,MY,72.75,overcast clouds,5.0268,118.327,The 27th House
694,Katsina,NG,69.44,clear sky,12.9894,7.6006,Katsina Motel
695,Boueni,YT,80.58,overcast clouds,-12.9025,45.0761,The feet in water
701,Ati,TD,71.29,clear sky,13.2154,18.3353,
704,Morwell,AU,66.9,moderate rain,-38.2333,146.4,Always Welcome Motel
707,Dingle,PH,73.35,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
709,Valparaiso,CL,80.83,clear sky,-33.0393,-71.6273,Hotel Ultramar
714,Buala,SB,83.07,light rain,-8.145,159.5921,Maringe Lagoon Lodge
715,Rundu,Namimbia,74.05,broken clouds,-17.9333,19.7667,Millennia Estate
716,Filingue,NE,75.36,clear sky,14.3521,3.3168,
